artist,weeks,,,,,,,
The Dukays,13,,,,,,,
Danny O'Keefe,13,,,,,,,
Paul & Linda McCartney,13,,,,,,,
Cilla Black,13,,,,,,,
Jonathan King,13,,,,,,,
James Brown And His Orchestra,13,,,,,,,
Billy Joe & The Checkmates,13,,,,,,,
Erica Banks,13,,,,,,,
City Girls Featuring Cardi B,13,,,,,,,
Mark Ronson Featuring Miley Cyrus,13,,,,,,,
French Montana Featuring Kodak Black,13,,,,,,,
2 Chainz Featuring Pharrell,13,,,,,,,
Lil Wayne Featuring Big Sean,13,,,,,,,
Kanye West Featuring Pusha T,13,,,,,,,
Christina Milian Featuring Young Jeezy,13,,,,,,,
Jadakiss Featuring Mariah Carey,13,,,,,,,
WC Featuring Nate Dogg,13,,,,,,,
Corey Featuring Lil' Romeo,13,,,,,,,
Channel Live,12,,,,,,,
Fiona (Duet With Kip Winger),12,,,,,,,
Larry Elgart And His Manhattan Swing Orchestra,12,,,,,,,
Cheri,12,,,,,,,
Chuck Brown & The Soul Searchers,12,,,,,,,
Ron Banks And The Dramatics,12,,,,,,,
The De Franco Family,12,,,,,,,
The Dreamlovers,12,,,,,,,
Deane Hawley,12,,,,,,,
Seatrain,12,,,,,,,
The Joe Jeffrey Group,12,,,,,,,
The Quin-Tones,12,,,,,,,
Miley Cyrus Featuring Dua Lipa,12,,,,,,,
Tiesto Featuring Matthew Koma,12,,,,,,,
Lil' Boosie Featuring Yung Joc,12,,,,,,,
Taylor Hicks,12,,,,,,,
"Damian ""Jr. Gong"" Marley",12,,,,,,,
Project Pat,12,,,,,,,
Dawn Penn,12,,,,,,,
Yo-Yo Featuring Ice Cube,12,,,,,,,
Kaoma,12,,,,,,,
Maria Vidal,12,,,,,,,
Tom Johnston,12,,,,,,,
Paul Stanley,12,,,,,,,
Johnny Maestro,12,,,,,,,
Jimmy Charles,12,,,,,,,
Ariana Grande & Social House,12,,,,,,,
Legacy Of Sound Featuring Meja,12,,,,,,,
Stacy Earl (Featuring The Wild Pair),12,,,,,,,
Ian Gomm,12,,,,,,,
Giorgio Moroder,12,,,,,,,
Bobby Byrd,12,,,,,,,
Max Frost And The Troopers,12,,,,,,,
Al Greene & The Soul Mate's,12,,,,,,,
Bob Crewe Generation,12,,,,,,,
Tommy Dee with Carol Kay and the Teen-Aires,12,,,,,,,
The Nu Tornados,12,,,,,,,
Chuck Willis,12,,,,,,,
Calvin Harris & Sam Smith,12,,,,,,,
Jessie James,12,,,,,,,
Cassidy Featuring Mashonda,12,,,,,,,
Method Man & Redman,12,,,,,,,
Art Of Noise With Max Headroom,12,,,,,,,
Billy Crystal,12,,,,,,,
Melba Moore,12,,,,,,,
Teri DeSario,12,,,,,,,
Celebration featuring Mike Love,12,,,,,,,
Cross Country,12,,,,,,,
Charlie Daniels,12,,,,,,,
The Electric Indian,12,,,,,,,
The Jaynetts,12,,,,,,,
Nelson Riddle,12,,,,,,,
Andre Previn With David Rose,12,,,,,,,
Selena Gomez Featuring Gucci Mane,12,,,,,,,
Robin Thicke Featuring Kendrick Lamar,12,,,,,,,
John Legend Featuring Ludacris,12,,,,,,,
Brooks & Dunn With Sheryl Crow & Vince Gill,12,,,,,,,
The Beatnuts Featuring Yellaklaw,12,,,,,,,
Tiana,12,,,,,,,
Barbra Streisand & Don Johnson,12,,,,,,,
Trans-X,12,,,,,,,
Smokey Robinson & Barbara Mitchell,12,,,,,,,
Fotomaker,12,,,,,,,
Byron MacGregor,12,,,,,,,
The Neon Philharmonic,12,,,,,,,
Reparata And The Delrons,12,,,,,,,
Sunny & The Sunglows,12,,,,,,,
Ronnie and The Hi-Lites,12,,,,,,,
The Crooklyn Dodgers,12,,,,,,,
Philip Bailey,12,,,,,,,
The Mystic Moods,12,,,,,,,
Consumer Rapport,12,,,,,,,
Pickettywitch,12,,,,,,,
The Bubble Puppy,12,,,,,,,
Stan Getz/Astrud Gilberto,12,,,,,,,
Jesse Lee Turner,12,,,,,,,
Ed Sheeran Featuring Camila Cabello & Cardi B,12,,,,,,,
Glee Cast Featuring Gwyneth Paltrow,12,,,,,,,
Pure Sugar,12,,,,,,,
Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne,12,,,,,
Michel Telo,12,,,,,,,
Lil' Troy Featuring Yungsta, Fat Pat, Lil' Will, Hawk, Big T,12,,,
Tina Arena,12,,,,,,,
For Real,12,,,,,,,
Joey Kid,12,,,,,,,
Joyce Kennedy & Jeffrey Osborne,12,,,,,,,
Joyce Cobb,12,,,,,,,
Alton McClain & Destiny,12,,,,,,,
City Boy,12,,,,,,,
John Handy,12,,,,,,,
Narvel Felts,12,,,,,,,
The Ray Charles Orchestra,12,,,,,,,
Al DeLory,12,,,,,,,
Gene Thomas,12,,,,,,,
James Gilreath,12,,,,,,,
Kanye West & Lil Pump,12,,,,,,,
Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall,12,,,,,,
Musiq Soulchild Featuring Mary J. Blige,12,,,,,,,
Plies Featuring Jamie Foxx & The-Dream,12,,,,,,,
Dwele,12,,,,,,,
Beenie Man Featuring Janet,12,,,,,,,
Ice Cube Featuring Mack 10 & Ms. Toi,12,,,,,,,
Snoop Dogg Featuring Mystikal And Fiend,12,,,,,,,
Clubland,12,,,,,,,
Electronic,12,,,,,,,
Felony,12,,,,,,,
Cyndi Grecco,12,,,,,,,
Gogi Grant,12,,,,,,,
Les Crane,12,,,,,,,
Magic Lanterns,12,,,,,,,
Ginny Arnell,12,,,,,,,
Charlie Drake,12,,,,,,,
Bella Poarch,12,,,,,,,
Idina Menzel & AURORA,12,,,,,,,
YG,12,,,,,,,
Beth Hart,12,,,,,,,
LL Cool J Featuring Method Man, Redman, DMX, Canibus And Master P,12,,,,
BeBe Winans,12,,,,,,,
Kool G Rap,12,,,,,,,
Yo-Yo,12,,,,,,,
Indecent Obsession,12,,,,,,,
Sparks & Jane Wiedlin,12,,,,,,,
Paul Dino,12,,,,,,,
Sounds Of Sunshine,12,,,,,,,
Ruby Andrews,12,,,,,,,
"The Sopwith ""Camel""",12,,,,,,,
Count Five,12,,,,,,,
Dave Dudley,12,,,,,,,
The Five Du-Tones,12,,,,,,,
Jacky Noguez And His Musette Orchestra,12,,,,,,,
Jordan Davis Featuring Luke Bryan,12,,,,,,,
Ski Mask The Slump God,12,,,,,,,
Future Featuring Lil Wayne,12,,,,,,,
Cast Of Rent,12,,,,,,,
Bloodhound Gang,12,,,,,,,
Brian McKnight Featuring Tone & Kobe Bryant,12,,,,,,,
Deja,12,,,,,,,
Ann Wilson,12,,,,,,,
Malo,12,,,,,,,
Flash,12,,,,,,,
Liz Damon's Orient Express,12,,,,,,,
Teegarden & Van Winkle,12,,,,,,,
John Phillips,12,,,,,,,
The Dartells,12,,,,,,,
Rock-A-Teens,12,,,,,,,
Sunny Sweeney,12,,,,,,,
WE the Kings,12,,,,,,,
Mariah Carey Featuring Snoop Dogg,12,,,,,,,
Boyz N Da Hood,12,,,,,,,
The Clark Family Experience,12,,,,,,,
Changing Faces (Featuring Jay-Z),12,,,,,,,
Wyclef Jean Featuring Refugee Allstars,12,,,,,,,
Camouflage,12,,,,,,,
Gonzalez,12,,,,,,,
Lady Flash,12,,,,,,,
Charlie Ross,12,,,,,,,
Michael Parks,12,,,,,,,
Harlow Wilcox and the Oakies,12,,,,,,,
Supremes & Temptations,12,,,,,,,
Radiants,12,,,,,,,
Nathaniel Mayer And The Fabulous Twilights,12,,,,,,,
Lil Durk & King Von,12,,,,,,,
Chris Lane Featuring Tori Kelly,12,,,,,,,
Splender,12,,,,,,,
Sil Austin,12,,,,,,,
The Mark IV,12,,,,,,,
Khalid & Kane Brown,12,,,,,,,
Roscoe Dash Featuring Soulja Boy Tell'em,12,,,,,,,
Lil Wayne Featuring Shanell AKA SNL,12,,,,,,,
Busta Rhymes Featuring will.i.am & Kelis,12,,,,,,,
Jeff Bates,12,,,,,,,
Panjabi MC Featuring Jay-Z,12,,,,,,,
Nivea,12,,,,,,,
P. Diddy, Black Rob & Mark Curry,12,,,,,,
Ginuwine, R.L., Tyrese, Case,12,,,,
Graham Parker & The Shot,12,,,,,,,
Supertramp Featuring Rick Davies,12,,,,,,,
Kenny Loggins with Steve Perry,12,,,,,,,
Lenny LeBlanc,12,,,,,,,
Leon & Mary Russell,12,,,,,,,
The Grateful Dead,12,,,,,,,
Cathy Jean and The Roommates,12,,,,,,,
Joe Cocker with Leon Russell & The Shelter People,12,,,,,,,
Henson Cargill,12,,,,,,,
Lowell Fulsom,12,,,,,,,
Walter Brennan With Billy Vaughn and his Orchestra,12,,,,,,,
Al Brown's Tunetoppers Featuring Cookie Brown,12,,,,,,,
Prince Royce,12,,,,,,,
Coldplay Featuring Rihanna,12,,,,,,,
Baby Bash Featuring Sean Kingston,12,,,,,,,
Paris Hilton,12,,,,,,,
Janet Featuring Missy Elliott, P. Diddy & Carly Simon,12,,,,,,
Sum 41,12,,,,,,,
Lighter Shade Of Brown Featuring Teardrop & Shiro,12,,,,,,,
David Bowie/Pat Metheny Group,12,,,,,,,
Icicle Works,12,,,,,,,
The Rubinoos,12,,,,,,,
The Marathons,12,,,,,,,
The Gants,12,,,,,,,
Drake Featuring Giveon,12,,,,,,,
Nicole Scherzinger Featuring 50 Cent,12,,,,,,,
Bobby Valentino Featuring Timbaland,12,,,,,,,
Julie Roberts,12,,,,,,,
The Wiseguys,12,,,,,,,
RZA Feat. Method Man & Cappadonna,12,,,,,,,
Nona Hendryx,12,,,,,,,
Robert Ellis Orral With Carlene Carter,12,,,,,,,
Delegation,12,,,,,,,
Clean Living,12,,,,,,,
Sunny & The Sunliners,12,,,,,,,
Dr. Feelgood And The Interns,12,,,,,,,
The Volume's,12,,,,,,,
Cowboy Copas,12,,,,,,,
The Accents,12,,,,,,,
The Slades,12,,,,,,,
Becky G + Natti Natasha,12,,,,,,,
Enrique Iglesias With Usher Featuring Lil Wayne,12,,,,,,,
Isyss,12,,,,,,,
S.O.A.P.,12,,,,,,,
Freedy Johnston,12,,,,,,,
Rodney O & Joe Cooley,12,,,,,,,
Kurtis Blow,12,,,,,,,
Prince And The Revolution Duet With Apollonia,12,,,,,,,
Gene Cotton With Kim Carnes,12,,,,,,,
Natural Four,12,,,,,,,
Roy Head,12,,,,,,,
The Pipkins,12,,,,,,,
The Amboy Dukes,12,,,,,,,
Margaret Whiting,12,,,,,,,
Freddy Scott,12,,,,,,,
3OH!3 Featuring Katy Perry,12,,,,,,,
Ciara Featuring Justin Timberlake,12,,,,,,,
Bobby V Featuring Yung Joc,12,,,,,,,
Lil Mama Featuring Chris Brown & T-Pain,12,,,,,,,
YoungBloodZ,12,,,,,,,
Mannie Fresh,12,,,,,,,
Jimmy Barnes,12,,,,,,,
E.U.,12,,,,,,,
John Taylor,12,,,,,,,
The Frank Barber Orch.,12,,,,,,,
Rockpile,12,,,,,,,
Bram Tchaikovsky,12,,,,,,,
Jane Olivor,12,,,,,,,
John Valenti,12,,,,,,,
Red Sovine,12,,,,,,,
Justin Hayward & John Lodge,12,,,,,,,
Gregg Allman,12,,,,,,,
Freddie North,12,,,,,,,
Jackie Wilson & Count Basie,12,,,,,,,
The C.O.D.'s,12,,,,,,,
Hank Snow,12,,,,,,,
Memphis Bleek (& Jay-Z),12,,,,,,,
Lari White,12,,,,,,,
Dev Featuring The Cataracs,12,,,,,,,
Mos Def & Pharoahe Monch Featuring Nate Dogg,12,,,,,,,
Cam'ron,12,,,,,,,
Trina & Tamara,12,,,,,,,
Coko,12,,,,,,,
Dana,11,,,,,,,
Aretha Franklin & Elton John,11,,,,,,,
Scritti Politti Featuring Roger,11,,,,,,,
Tane Cain,11,,,,,,,
McGuinn, Clark & Hillman,11,,,,,,
James Booker,11,,,,,,,
John & Ernest,11,,,,,,,
Dave & Ansil Collins,11,,,,,,,
Gabriel And The Angels,11,,,,,,,
Lonnie Donegan And His Skiffle Group,11,,,,,,,
Hot-Toddys featuring Bill Pennell,11,,,,,,,
Nicki Minaj, Drake & Lil Wayne,11,,,,,,
Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko,11,,,,,,
Swirl 360,11,,,,,,,
K. Michelle,11,,,,,,,
New Boyz Featuring Iyaz,11,,,,,,,
Slum Village Featuring Dwele,11,,,,,,,
Dr. Alban,11,,,,,,,
So,11,,,,,,,
King,11,,,,,,,
Dann Rogers,11,,,,,,,
Undisputed Truth,11,,,,,,,
Clarence Reid,11,,,,,,,
Potliquor,11,,,,,,,
The Charles Randolph Grean Sounde,11,,,,,,,
Buddy Greco,11,,,,,,,
NAV, Gunna & Travis Scott,11,,,,,,
Jamie Foxx Featuring Justin Timberlake & T .I.,11,,,,,,,
Rocko,11,,,,,,,
LL Cool J Featuring Jennifer Lopez,11,,,,,,,
Obie Trice,11,,,,,,,
Nutta Butta Featuring Teddy Riley And Anonymous,11,,,,,,,
Elusion,11,,,,,,,
Billy Lawrence,11,,,,,,,
Titiyo,11,,,,,,,
Menudo,11,,,,,,,
Saint Tropez,11,,,,,,,
Merrilee Rush,11,,,,,,,
The Halos,11,,,,,,,
Stephen Stills-Manassas,11,,,,,,,
The Detergents,11,,,,,,,
Lil Baby, Lil Durk & Travis Scott,11,,,,,,
Bryce Vine Featuring YG,11,,,,,,,
Lil Peep & XXXTENTACION,11,,,,,,,
Tyga Featuring Young Thug,11,,,,,,,
will.i.am,11,,,,,,,
Van Zant,11,,,,,,,
Lonzo And World Class Wreckin Kru,11,,,,,,,
Magazine 60,11,,,,,,,
Billy Satellite,11,,,,,,,
The Weather Girls,11,,,,,,,
Richie Furay,11,,,,,,,
Zwol,11,,,,,,,
Demis Roussos,11,,,,,,,
Brotherhood Of Man,11,,,,,,,
Margie Joseph,11,,,,,,,
Shirley & Lee,11,,,,,,,
Michele Lee,11,,,,,,,
Murry Kellum,11,,,,,,,
Joey Dee,11,,,,,,,
Marshmello,11,,,,,,,
Lil' Wayne Featuring Juvenile & B.G.,11,,,,,,,
Limp Bizkit Featuring Method Man,11,,,,,,,
Chris Cuevas,11,,,,,,,
Coro,11,,,,,,,
Pink Lady,11,,,,,,,
Marshall Hain,11,,,,,,,
Gladstone,11,,,,,,,
The Mixtures,11,,,,,,,
The Innocence,11,,,,,,,
Bernie Lowe Orchestra,11,,,,,,,
Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,11,,,,,,,
Chloe X Halle,11,,,,,,,
Black Eyed Peas, Ozuna + J.Rey Soul,11,,,,,,
Pia Mia Featuring Chris Brown & Tyga,11,,,,,,,
Paula DeAnda Featuring Bow Wow,11,,,,,,,
Bow Wow Featuring Jagged Edge,11,,,,,,,
Master P Featuring Weebie,11,,,,,,,
Trick Daddy Featuring Duece Poppito, Trina, Co,11,,,,,
Katalina,11,,,,,,,
The Lady Of Rage,11,,,,,,,
Gina Go-Go,11,,,,,,,
Cheryl Ladd,11,,,,,,,
Funky Kings,11,,,,,,,
Jimmy McCracklin,11,,,,,,,
Romeo Santos Featuring Drake,11,,,,,,,
Urge Overkill,11,,,,,,,
Harriet,11,,,,,,,
St. Paul,11,,,,,,,
The Art Of Noise Featuring Duane Eddy,11,,,,,,,
David Hudson,11,,,,,,,
Kenny Dino,11,,,,,,,
Jody Reynolds,11,,,,,,,
YFN Lucci Featuring Migos & Trouble,11,,,,,,,
Brian McComas,11,,,,,,,
Willi One Blood,11,,,,,,,
Vicious,11,,,,,,,
Rick James And Smokey Robinson,11,,,,,,,
Bow Wow Wow,11,,,,,,,
Afrika Bambaataa & The Soul Sonic Force,11,,,,,,,
Split Enz,11,,,,,,,
Herman Brood,11,,,,,,,
Lyn Collins,11,,,,,,,
The Neighborhood,11,,,,,,,
The Goodees,11,,,,,,,
Kasenetz-Katz Singing Orchestral Circus,11,,,,,,,
Mama Cass With The Mamas & The Papas,11,,,,,,,
The Ad Libs,11,,,,,,,
Dion (Di Muci),11,,,,,,,
Monty Kelly And His Orchestra,11,,,,,,,
Pop Smoke Featuring A Boogie Wit da Hoodie,11,,,,,,,
Shakira Featuring Lil Wayne,11,,,,,,,
Hot Stylz Featuring Yung Joc,11,,,,,,,
Keyshia Cole Featuring Shyne,11,,,,,,,
Jimmy Buffett With Clint Black, Kenny Chesney, Alan Jackson, Toby Keith & George Strait,11,,,,
Keith Sweat (Featuring Ronald Isley),11,,,,,,,
Yello,11,,,,,,,
Doctor And The Medics,11,,,,,,,
Touch,11,,,,,,,
The Jones Girls,11,,,,,,,
The Rugbys,11,,,,,,,
Patty & The Emblems,11,,,,,,,
Mongo Santamaria Band,11,,,,,,,
The Knockouts,11,,,,,,,
Waka Flocka Flame,11,,,,,,,
Dawin,11,,,,,,,
Soluna,11,,,,,,,
Tammy Cochran,11,,,,,,,
Leila K With Rob 'N' Raz,11,,,,,,,
Gamma,11,,,,,,,
Rufus/Chaka Khan,11,,,,,,,
Disco Tex & The Sex-O-Lettes,11,,,,,,,
The Five Satins,11,,,,,,,
Fantasy,11,,,,,,,
Barry Young,11,,,,,,,
The Crests featuring Johnny Mastro,11,,,,,,,
Regard x Troye Sivan x Tate McRae,11,,,,,,,
Jermaine Dupri,11,,,,,,,
X-Ecutioners,11,,,,,,,
Jill Sobule,11,,,,,,,
Indigo Girls,11,,,,,,,
Keith Sweat (Duet With Jacci McGhee),11,,,,,,,
Rodney Crowell,11,,,,,,,
The Kalin Twins,11,,,,,,,
Trippie Redd & Playboi Carti,11,,,,,,,
Nicki Minaj Featuring Ariana Grande,11,,,,,,,
Mann,11,,,,,,,
The Lonely Island Featuring Akon,11,,,,,,,
Ludacris Featuring Trey Songz,11,,,,,,,
LL Cool J Featuring The-Dream,11,,,,,,,
Billy Dean,11,,,,,,,
BLACKstreet With Janet,11,,,,,,,
Yaki-Da,11,,,,,,,
David Sanborn,11,,,,,,,
Sandee,11,,,,,,,
Guys Next Door,11,,,,,,,
Marcia Griffiths,11,,,,,,,
Nicolette Larson & Michael McDonald,11,,,,,,,
Graham Nash & David Crosby,11,,,,,,,
The Packers,11,,,,,,,
Unit Four plus Two,11,,,,,,,
The Blue-Belles,11,,,,,,,
Anuel AA & Karol G,11,,,,,,,
Derez De'Shon,11,,,,,,,
David Guetta Featuring Justin Bieber,11,,,,,,,
Bobby Brackins Featuring Ray J,11,,,,,,,
F.L.Y. (Fast Life Yungstaz),11,,,,,,,
Rick Ross Featuring John Legend,11,,,,,,,
Young Jeezy Featuring Mannie Fresh,11,,,,,,,
Clint Black With Wynonna,11,,,,,,,
Dan Reed Network,11,,,,,,,
Phyllis Nelson,11,,,,,,,
Billy Rankin,11,,,,,,,
Peabo Bryson & Roberta Flack,11,,,,,,,
Mary Travers,11,,,,,,,
Just Us,11,,,,,,,
Duals,11,,,,,,,
Jose Jimenez,11,,,,,,,
Bobby Marchan,11,,,,,,,
Khalid Featuring A Boogie Wit da Hoodie,11,,,,,,,
Kygo Featuring Miguel,11,,,,,,,
R. Kelly Featuring Keri Hilson,11,,,,,,,
Tim Rushlow,11,,,,,,,
Denine With Collage's Adam Marano,11,,,,,,,
Latin Alliance Featuring War,11,,,,,,,
LaTour,11,,,,,,,
The Silencers,11,,,,,,,
Uptown,11,,,,,,,
Josie Cotton,11,,,,,,,
Marshall Crenshaw,11,,,,,,,
Desmond Child And Rouge,11,,,,,,,
The Edsels,11,,,,,,,
Jim Ed Brown,11,,,,,,,
Dee Jay And The Runaways,11,,,,,,,
Pete Drake And His Talking Steel Guitar,11,,,,,,,
Mel Torme,11,,,,,,,
Hayley Mills,11,,,,,,,
Lil Mama,11,,,,,,,
P$C Featuring T.I. & Lil Scrappy,11,,,,,,,
Guerilla Black Featuring Mario Winans,11,,,,,,,
The Badlees,11,,,,,,,
Men Of Vizion,11,,,,,,,
G-Wiz,11,,,,,,,
Sydney Youngblood,11,,,,,,,
The Barbusters (Joan Jett And The Blackhearts),11,,,,,,,
The Fools,11,,,,,,,
Rubicon,11,,,,,,,
Benny Bell,11,,,,,,,
Jo Jo Gunne,11,,,,,,,
Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,11,,,,,,,
Chris Young Featuring Vince Gill,11,,,,,,,
Shakira Featuring El Cata or Dizzee Rascal,11,,,,,,,
RAab,11,,,,,,,
Daisy Dee,11,,,,,,,
The Art Of Noise Featuring Tom Jones,11,,,,,,,
Belouis Some,11,,,,,,,
Jermaine Jackson & Pia Zadora,11,,,,,,,
Charlene & Stevie Wonder,11,,,,,,,
Felix Cavaliere,11,,,,,,,
Fred Wesley & The J.B.'s,11,,,,,,,
Jake Holmes,11,,,,,,,
The Ronettes Featuring Veronica,11,,,,,,,
Tommy McLain,11,,,,,,,
Dale Ward,11,,,,,,,
Toni Fisher,11,,,,,,,
Garry Mills,11,,,,,,,
Rocco Granata and the International Quintet,11,,,,,,,
DDG,11,,,,,,,
Baby Featuring Clipse,11,,,,,,,
The Hives,11,,,,,,,
WC & The Maad Circle,10,,,,,,,
The Gregg Allman Band,10,,,,,,,
David Lasley,10,,,,,,,
BLACKstreet With Special Guests Ol' Dirty Bastard & Slash,10,,,,,,,
Goodfellaz,10,,,,,,,
Goddess,10,,,,,,,
Wendy And Lisa,10,,,,,,,
Frozen Ghost,10,,,,,,,
Red Rockers,10,,,,,,,
Marcy Levy & Robin Gibb,10,,,,,,,
The Inmates,10,,,,,,,
Sea Level,10,,,,,,,
Batdorf & Rodney,10,,,,,,,
"John Williams/""Jaws"" Soundtrack",10,,,,,,,
The South Side Movement,10,,,,,,,
Garland Green,10,,,,,,,
Bobby Moore & The Rhythm Aces,10,,,,,,,
The Pyramids,10,,,,,,,
The Game Featuring Drake,10,,,,,,,
Mary J. Blige Featuring Eve,10,,,,,,,
Natalie Imbruglia,10,,,,,,,
The Tuesdays,10,,,,,,,
Master P,10,,,,,,,
Apache,10,,,,,,,
The La's,10,,,,,,,
Jocelyn Brown,10,,,,,,,
Machine,10,,,,,,,
5000 Volts,10,,,,,,,
Limmie & Family Cookin',10,,,,,,,
Lawrence Reynolds,10,,,,,,,
The Yellow Balloon,10,,,,,,,
Mabel,10,,,,,,,
Three 6 Mafia Featuring Chamillionaire,10,,,,,,,
Telepopmusik,10,,,,,,,
Pleasure,10,,,,,,,
Funky Communication Committee,10,,,,,,,
Biddu Orchestra,10,,,,,,,
Marilyn Sellars,10,,,,,,,
The Velvets featuring Virgil Johnson,10,,,,,,,
Andy Stewart,10,,,,,,,
Steve & Eydie Featuring The Osmonds,10,,,,,,,
Vik Venus Alias: Your Main Moon Man,10,,,,,,,
Lorraine Ellison,10,,,,,,,
Candy & The Kisses,10,,,,,,,
John Lee Hooker,10,,,,,,,
The Five Blobs,10,,,,,,,
Prince Royce Featuring Snoop Dogg,10,,,,,,,
The FiNATTiCZ,10,,,,,,,
Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,10,,,,,,,
Mary Lambert,10,,,,,,,
Kreayshawn,10,,,,,,,
Darude,10,,,,,,,
Too Short Featuring Parliament Funkadelic,10,,,,,,,
Perfect Stranger,10,,,,,,,
Jeff Foxworthy,10,,,,,,,
MC Serch,10,,,,,,,
The Flying Lizards,10,,,,,,,
Melba Montgomery,10,,,,,,,
The English Congregation,10,,,,,,,
Free Movement,10,,,,,,,
Vic Damone,10,,,,,,,
Soul Sisters,10,,,,,,,
The Tune Rockers,10,,,,,,,
Machine Gun Kelly,10,,,,,,,
Silk City x Dua Lipa,10,,,,,,,
Ariana Grande Featuring Big Sean,10,,,,,,,
Meek Mill Featuring Kirko Bangz,10,,,,,,,
High School Musical 2 Cast,10,,,,,,,
Porno For Pyros,10,,,,,,,
Colourhaus,10,,,,,,,
Sam Brown,10,,,,,,,
The Replacements,10,,,,,,,
Taja Sevelle,10,,,,,,,
Cindy Bullens,10,,,,,,,
Orpheus,10,,,,,,,
The Secrets,10,,,,,,,
The Pastel Six,10,,,,,,,
Phil McLean,10,,,,,,,
Rod Lauren,10,,,,,,,
NAV Featuring Meek Mill,10,,,,,,,
Justin Bieber + BloodPop,10,,,,,,,
Skrillex & Rick Ross,10,,,,,,,
Queen Latifah Featuring Apache,10,,,,,,,
Mindless Behavior Featuring Diggy,10,,,,,,,
Hurricane Chris Featuring SupaSTAAR,10,,,,,,,
Bow Wow Featuring Johnta Austin,10,,,,,,,
Ferras,10,,,,,,,
Shaggy (Featuring Marsha),10,,,,,,,
Jeff Foxworthy With Alan Jackson,10,,,,,,,
McGuffey Lane,10,,,,,,,
Aretha Franklin And George Benson,10,,,,,,,
Ernie Fields,10,,,,,,,
The Boys In The Band,10,,,,,,,
The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,10,,,,,,,
The Harden Trio,10,,,,,,,
Big Dee Irwin (with Little Eva),10,,,,,,,
Fifth Harmony Featuring Gucci Mane,10,,,,,,,
Frenship & Emily Warren,10,,,,,,,
Framing Hanley,10,,,,,,,
All Star Tribute,10,,,,,,,
En Vogue Featuring FMOB,10,,,,,,,
Lisa Lisa And Cult Jam Featuring Full Force,10,,,,,,,
Newcity Rockers,10,,,,,,,
One Way,10,,,,,,,
The Souther, Hillman, Furay Band,10,,,,,
The Peppermint Trolley Company,10,,,,,,,
The Fifth Estate,10,,,,,,,
Boots Randolph,10,,,,,,,
Little Jimmy Dickens,10,,,,,,,
San Remo Golden Strings,10,,,,,,,
Sonny Knight,10,,,,,,,
Ray Anthony,10,,,,,,,
Homer And Jethro,10,,,,,,,
Future Featuring Rihanna,10,,,,,,,
Ghostface Killah Featuring Ne-Yo,10,,,,,,,
Talib Kweli,10,,,,,,,
Ian Van Dahl Featuring Marsha,10,,,,,,,
Cool Breeze Featuring OutKast, Goodie Mob & Witchdoctor,10,,,,,,
Kim Sanders,10,,,,,,,
Rosco Martinez,10,,,,,,,
Caron Wheeler,10,,,,,,,
E.G. Daily,10,,,,,,,
Y&T,10,,,,,,,
Coyote Sisters,10,,,,,,,
"Richard ""Dimples"" Fields",10,,,,,,,
Gary's Gang,10,,,,,,,
Traffic,10,,,,,,,
Jane Birkin Serge Gainsbourg,10,,,,,,,
Andy Pratt,10,,,,,,,
Cymande,10,,,,,,,
Python Lee Jackson,10,,,,,,,
Little Jimmy Osmond with The Mike Curb Congregation,10,,,,,,,
The JB's,10,,,,,,,
Robin Ward,10,,,,,,,
Jack Nitzsche,10,,,,,,,
Bob Braun,10,,,,,,,
Little Joey And The Flips,10,,,,,,,
Carl Smith,10,,,,,,,
Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,10,,,,,,,
September,10,,,,,,,
Play-N-Skillz Featuring Krayzie Bone & Adina Howard,10,,,,,,,
Jennifer Hanson,10,,,,,,,
Sherrie Austin,10,,,,,,,
Love Spit Love,10,,,,,,,
Cartouche,10,,,,,,,
Howard Hewett,10,,,,,,,
McAuley Schenker Group,10,,,,,,,
B.E. Taylor Group,10,,,,,,,
Glen Campbell & Rita Coolidge,10,,,,,,,
Billy Thorpe,10,,,,,,,
Mighty Clouds Of Joy,10,,,,,,,
Tamiko Jones,10,,,,,,,
Thunderclap Newman,10,,,,,,,
Bobby Powell,10,,,,,,,
The Ivy Three,10,,,,,,,
Juice WRLD & The Weeknd,10,,,,,,,
Katy Perry Featuring Nicki Minaj,10,,,,,,,
Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj,10,,,,,
A Few Good Men,10,,,,,,,
Happy Mondays,10,,,,,,,
The Pasadenas,10,,,,,,,
The Buggles,10,,,,,,,
Quincy Jones (feat. The Brothers Johnson),10,,,,,,,
The Rubettes,10,,,,,,,
Napoleon XIV,10,,,,,,,
The People's Choice,10,,,,,,,
The Chartbusters,10,,,,,,,
The Bermudas,10,,,,,,,
Megan Thee Stallion Featuring Young Thug,10,,,,,,,
Regard,10,,,,,,,
Mos Def & Kweli Are Black Star,10,,,,,,,
NERO,10,,,,,,,
