artist,weeks,,,,,,,
Ne-Yo Featuring Jamie Foxx & Fabolous,20,,,,,,,
Akon Featuring Lil Wayne & Young Jeezy,20,,,,,,,
Maroon 5 Featuring Rihanna,20,,,,,,,
Lloyd Banks Featuring Avant,20,,,,,,,
Rupee,20,,,,,,,
311,20,,,,,,,
Bone Crusher Featuring Killer Mike & T.I.,20,,,,,,,
2Pac Featuring Trick Daddy,20,,,,,,,
Irv Gotti Presents The Inc. Featuring Ja Rule, Ashanti, Charli Baltimore & Vita,20,,,,,
Jaheim Featuring Next,20,,,,,,,
Tommy Shane Steiner,20,,,,,,,
Jo Dee Messina With Tim McGraw,20,,,,,,,
Fiona Apple,20,,,,,,,
Martina McBride With Jim Brickman,20,,,,,,,
R. Kelly Featuring Ronald Isley,20,,,,,,,
Maxi Priest Featuring Shaggy,20,,,,,,,
Montell Jordan Featuring Slick Rick,20,,,,,,,
L.A.D.,20,,,,,,,
Harry Connick, Jr.,20,,,,,,
The Breeders,20,,,,,,,
Chesney Hawkes,20,,,,,,,
Howard Tate,20,,,,,,,
Mandrill,20,,,,,,,
The Sunrays,20,,,,,,,
Travis Scott & HVME,20,,,,,,,
Doja Cat & Tyga,20,,,,,,,
Post Malone Featuring Ozzy Osbourne & Travis Scott,20,,,,,,,
Ellie Goulding & Juice WRLD,20,,,,,,,
Cardi B Featuring Kehlani,20,,,,,,,
Troye Sivan,20,,,,,,,
Calvin Harris Featuring Frank Ocean & Migos,20,,,,,,,
Young M.A,20,,,,,,,
DJ ESCO Featuring Future & Lil Uzi Vert,20,,,,,,,
JD Featuring Jay-Z,20,,,,,,,
Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared,20,,,,,,
Charlie Puth Featuring Meghan Trainor,20,,,,,,,
T-Wayne,20,,,,,,,
Drake Featuring 2 Chainz & Big Sean,20,,,,,,,
Rihanna Featuring Future,20,,,,,,,
Nicki Minaj Featuring 2 Chainz,20,,,,,,,
Outasight,20,,,,,,,
Brad Paisley Featuring Alabama,20,,,,,,,
Dorrough,20,,,,,,,
Cassidy Featuring Swizz Beatz,20,,,,,,,
Hurricane Chris,20,,,,,,,
Diddy Featuring Nicole Scherzinger,20,,,,,,,
The Raconteurs,20,,,,,,,
Kelis Featuring Too $hort,20,,,,,,,
The Click Five,20,,,,,,,
Cold,20,,,,,,,
Baby Featuring P. Diddy,20,,,,,,,
Our Lady Peace,20,,,,,,,
Wyclef Jean Featuring Claudette Ortiz,20,,,,,,,
OutKast Featuring Killer Mike,20,,,,,,,
Puff Daddy Featuring R. Kelly,20,,,,,,,
Mariah Carey Featuring Jay-Z,20,,,,,,,
Dru Hill Featuring Redman,20,,,,,,,
Seven Mary Three,20,,,,,,,
Matthew Sweet,20,,,,,,,
B.M.U. (Black Men United),20,,,,,,,
Luther Vandross & Mariah Carey,20,,,,,,,
Warren G & Nate Dogg,20,,,,,,,
Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson,20,,,,,,
Men At Large,20,,,,,,,
MC Luscious,20,,,,,,,
Modern English,20,,,,,,,
Carole Bayer Sager,20,,,,,,,
The Royaltones,20,,,,,,,
Betty Everett & Jerry Butler,20,,,,,,,
Eminem Featuring Juice WRLD,20,,,,,,,
Chris Brown & Tyga,20,,,,,,,
Dr. Dre Featuring Eminem & Skylar Grey,20,,,,,,,
Ke$ha Featuring 3OH!3,20,,,,,,,
Pitbull Featuring John Ryan,20,,,,,,,
Olly Murs Featuring Flo Rida,20,,,,,,,
Usher Featuring Rick Ross,20,,,,,,,
Hot Chelle Rae Featuring New Boyz,20,,,,,,,
Nicki Minaj Featuring Rihanna,20,,,,,,,
Yolanda Be Cool & Dcup,20,,,,,,,
Jay-Z & T.I. Featuring Kanye West & Lil Wayne,20,,,,,,,
Flobots,20,,,,,,,
Enur Featuring Natasja,20,,,,,,,
Down A.K.A. Kilo,20,,,,,,,
Young Dro Featuring T.I.,20,,,,,,,
Lil Scrappy,20,,,,,,,
Lil' Flip,20,,,,,,,
Chingy Featuring J. Weav,20,,,,,,,
t.A.T.u.,20,,,,,,,
Styles,20,,,,,,,
Mary J. Blige Featuring Ja Rule,20,,,,,,,
Kevon Edmonds,20,,,,,,,
Rage Against The Machine,20,,,,,,,
Lit,20,,,,,,,
WC From Westside Connection,20,,,,,,,
INOJ/LATHUN,20,,,,,,,
Master P Featuring Pimp C And The Shocker,20,,,,,,,
DJ Kool,20,,,,,,,
Amanda Marshall,20,,,,,,,
Do Or Die (Featuring Twista),20,,,,,,,
Blahzay Blahzay,20,,,,,,,
Kenny G With Peabo Bryson,20,,,,,,,
Giggles,20,,,,,,,
Benjamin Orr,20,,,,,,,
Murray Head,20,,,,,,,
Sneaker,20,,,,,,,
The Parliaments,20,,,,,,,
Diane Renay,20,,,,,,,
Janie Grant,20,,,,,,,
DaBaby Featuring Offset,20,,,,,,,
Bad Bunny & Tainy,20,,,,,,,
Young Thug And Travis Scott Featuring Quavo,20,,,,,,,
Meek Mill Featuring Chris Brown & Nicki Minaj,20,,,,,,,
Ty Dolla $ign Featuring B.o.B,20,,,,,,,
Grouplove,20,,,,,,,
Breathe Carolina,20,,,,,,,
B.o.B Featuring Rivers Cuomo,20,,,,,,,
Jim Jones & Ron Browz Featuring Juelz Santana,20,,,,,,,
Savage Featuring Soulja Boy Tell'em,20,,,,,,,
Young Jeezy Featuring Kanye West,20,,,,,,,
Yung Berg Featuring Junior,20,,,,,,,
Ying Yang Twins Featuring Pitbull,20,,,,,,,
Ja Rule Featuring R. Kelly & Ashanti,20,,,,,,,
Cyndi Thomson,20,,,,,,,
Trick Daddy Featuring The SNS Express,20,,,,,,,
Mariah Carey Featuring Joe & 98 Degrees,20,,,,,,,
Deborah Cox With R.L.,20,,,,,,,
Orgy,20,,,,,,,
DMX Featuring Sheek Of The Lox,20,,,,,,,
Richard Marx & Donna Lewis,20,,,,,,,
Rednex,20,,,,,,,
Roberta Flack With Maxi Priest,20,,,,,,,
Soul II Soul (Featuring Caron Wheeler),20,,,,,,,
Gary Glitter,20,,,,,,,
Ben Colder,20,,,,,,,
Roy Head And The Traits,20,,,,,,,
Tommy Sands And The Raiders,20,,,,,,,
Mooski,20,,,,,,,
Russ & BIA,20,,,,,,,
Offset Featuring Cardi B,20,,,,,,,
Lil Yachty,20,,,,,,,
Lil Wayne Featuring Eminem,20,,,,,,,
Rihanna Featuring Jeezy,20,,,,,,,
Birdman Featuring Lil Wayne & Drake,20,,,,,,,
Puff Daddy Featuring Jimmy Page,20,,,,,,,
DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih,20,,,,,
Brantley Gilbert Featuring Justin Moore & Thomas Rhett,20,,,,,,,
Brad Paisley Duet With Carrie Underwood,20,,,,,,,
Zac Brown Band Featuring Alan Jackson,20,,,,,,,
Madonna Featuring Justin Timberlake & Timbaland,20,,,,,,,
Rick Ross Featuring T-Pain,20,,,,,,,
Mario Vazquez,20,,,,,,,
Houston Featuring Chingy, Nate Dogg & I-20,20,,,,,,
Toby Keith Duet With Willie Nelson,20,,,,,,,
Nelly Featuring Kyjuan, Ali & Murphy Lee,20,,,,,,
American Hi-Fi,20,,,,,,,
Christina Aguilera, Lil' Kim, Mya & P!nk,20,,,,,
Madison Avenue,20,,,,,,,
Jay-Z Featuring UGK,20,,,,,,,
Eiffel 65,20,,,,,,,
Ol' Dirty Bastard Featuring Kelis,20,,,,,,,
New Radicals,20,,,,,,,
Crucial Conflict,20,,,,,,,
Gravity Kills,20,,,,,,,
Spacehog,20,,,,,,,
Immature (Featuring Smooth),20,,,,,,,
N2U,20,,,,,,,
Meat Puppets,20,,,,,,,
Dwight Yoakam,20,,,,,,,
Ice Cube Featuring Das EFX,20,,,,,,,
Green Jelly,20,,,,,,,
Luther Vandross And Janet Jackson With BBD And Ralph Tresvant,20,,,,,,,
Angelica,20,,,,,,,
Cher & Peter Cetera,20,,,,,,,
Molly Hatchet,20,,,,,,,
The Kiki Dee Band,20,,,,,,,
Walter Brennan,20,,,,,,,
Morray,20,,,,,,,
Jack Harlow,20,,,,,,,
Pop Smoke Featuring 50 Cent & Roddy Ricch,20,,,,,,,
Pop Smoke Featuring Lil Tjay,20,,,,,,,
6ix9ine Featuring Nicki Minaj & Murda Beatz,20,,,,,,,
Florida Georgia Line Featuring Tim McGraw,20,,,,,,,
Tinie Tempah Featuring Eric Turner,20,,,,,,,
Mya Featuring Silkk The Shocker,20,,,,,,,
Jeremih Featuring J. Cole,20,,,,,,,
Calvin Harris Featuring John Newman,20,,,,,,,
T.I. Featuring Young Thug,20,,,,,,,
Michael Jackson & Justin Timberlake,20,,,,,,,
Arctic Monkeys,20,,,,,,,
Sevyn Streeter Featuring Chris Brown,20,,,,,,,
J. Cole Featuring Trey Songz,20,,,,,,,
David Nail Featuring Sarah Buxton,20,,,,,,,
Jason Mraz & Colbie Caillat,20,,,,,,,
The Game Featuring Lil Wayne,20,,,,,,,
Fort Minor Featuring Holly Brook,20,,,,,,,
Too Short Featuring Lil Jon & The East Side Boyz,20,,,,,,,
Christina Aguilera Featuring Lil' Kim,20,,,,,,,
Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,20,,,,,,,
No Doubt Featuring Bounty Killer,20,,,,,,,
Baha Men,20,,,,,,,
DMX Featuring Sisqo,20,,,,,,,
Citizen King,20,,,,,,,
Joey McIntyre,20,,,,,,,
Busta Rhymes Featuring Janet,20,,,,,,,
Wyclef Jean,20,,,,,,,
LSG,20,,,,,,,
Nu Flavor Featuring Roger,20,,,,,,,
DJ Taz Featuring Raheem The Dream,20,,,,,,,
Barbra Streisand & Bryan Adams,20,,,,,,,
T-Boz,20,,,,,,,
Terry Ellis,20,,,,,,,
Total Featuring The Notorious B.I.G.,20,,,,,,,
Pete Rock & C.L. Smooth,20,,,,,,,
The Heights,20,,,,,,,
Bruce Cockburn,20,,,,,,,
Jim Gilstrap,20,,,,,,,
Ann-Margret,20,,,,,,,
Rod Wave Featuring ATR Son Son,20,,,,,,,
NLE Choppa Featuring Roddy Ricch,20,,,,,,,
YNW Melly & Juice WRLD,20,,,,,,,
ScHoolboy Q Featuring Kanye West,20,,,,,,,
O.T. Genasis,20,,,,,,,
Lil Wayne Featuring 2 Chainz,20,,,,,,,
New Boyz Featuring The Cataracs & Dev,20,,,,,,,
Jessie J Featuring B.o.B,20,,,,,,,
Timbaland Featuring Drake,20,,,,,,,
Major Lazer Featuring Nyla & Fuse ODG,20,,,,,,,
Rixton,20,,,,,,,
Danielle Bradbery,20,,,,,,,
Keith Urban And Miranda Lambert,20,,,,,,,
Pitbull Featuring TJR,20,,,,,,,
2 Chainz Featuring Kanye West,20,,,,,,,
B.o.B,20,,,,,,,
Martin Solveig & Dragonette,20,,,,,,,
T.I. Featuring Keri Hilson,20,,,,,,,
Brooks & Dunn Featuring Reba McEntire,20,,,,,,,
Mary J. Blige Featuring Brook-Lyn,20,,,,,,,
Saving Jane,20,,,,,,,
Teddy Geiger,20,,,,,,,
The Pussycat Dolls Featuring will.i.am,20,,,,,,,
T-Pain Featuring Mike Jones,20,,,,,,,
Natalie,20,,,,,,,
Lloyd Banks,20,,,,,,,
Blu Cantrell Featuring Sean Paul,20,,,,,,,
KeKe Wyatt Featuring Avant,20,,,,,,,
Bubba Sparxxx,20,,,,,,,
Trick Daddy,20,,,,,,,
Azul Azul,20,,,,,,,
Lil Bow Wow Featuring Xscape,20,,,,,,,
Ricky Martin Duet With Christina Aguilera,20,,,,,,,
Mystikal Featuring Nivea,20,,,,,,,
Profyle,20,,,,,,,
Alice Deejay,20,,,,,,,
Sammie,20,,,,,,,
Sylk-E. Fyne Featuring Chill,20,,,,,,,
"Missy ""Misdemeanor"" Elliott Featuring Da Brat",20,,,,,,,
Coolio Featuring 40 Thevz,20,,,,,,,
Lil' Kim Featuring Puff Daddy,20,,,,,,,
Junior M.A.F.I.A. Featuring The Notorious B.I.G.,20,,,,,,,
Kut Klose,20,,,,,,,
Lidell Townsell,20,,,,,,,
Enuff Z'Nuff,20,,,,,,,
Regina,20,,,,,,,
Herbie Hancock,20,,,,,,,
Matthews' Southern Comfort,20,,,,,,,
Five Stairsteps & Cubie,20,,,,,,,
Davie Allan And The Arrows,20,,,,,,,
Kyu Sakamoto,20,,,,,,,
Rauw Alejandro,20,,,,,,,
Yo Gotti Featuring Lil Baby,20,,,,,,,
Blueface,20,,,,,,,
Anuel AA & Romeo Santos,20,,,,,,,
Little Mix,20,,,,,,,
Ella Henderson,20,,,,,,,
Nick Jonas Featuring Tove Lo,20,,,,,,,
Canaan Smith,20,,,,,,,
Baauer,20,,,,,,,
Cher Lloyd,20,,,,,,,
Young Jeezy Featuring Ne-Yo,20,,,,,,,
Cali Swag District,20,,,,,,,
Rehab,20,,,,,,,
Natasha Bedingfield Featuring Sean Kingston,20,,,,,,,
Playaz Circle Featuring Lil Wayne,20,,,,,,,
Heartland,20,,,,,,,
Chris Brown Featuring Lil Wayne,20,,,,,,,
Trina Featuring Kelly Rowland,20,,,,,,,
Jay-Z/Linkin Park,20,,,,,,,
Lloyd Featuring Ashanti,20,,,,,,,
Nick Cannon Featuring R. Kelly,20,,,,,,,
Busta Rhymes Featuring Spliff Star,20,,,,,,,
Jennifer Lopez Featuring Styles & Jadakiss,20,,,,,,,
S Club 7,20,,,,,,,
Selena,20,,,,,,,
AZ,20,,,,,,,
Terror Fabulous Featuring Nadine Sutherland,20,,,,,,,
The Movement,20,,,,,,,
C+C Music Factory/F. Williams,20,,,,,,,
Charlie Sexton,20,,,,,,,
Mike Reno And Ann Wilson,20,,,,,,,
Sylvia,20,,,,,,,
Jimmy Hall,20,,,,,,,
Hudson and Landry,20,,,,,,,
Shadows Of Knight,20,,,,,,,
Oscar Toney, Jr.,20,,,,,,
Glenn Yarbrough,20,,,,,,,
The Falcons,20,,,,,,,
Juice WRLD & YoungBoy Never Broke Again,20,,,,,,,
YNW Melly,20,,,,,,,
Lillywood & Robin Schulz,20,,,,,,,
Far*East Movement Featuring Ryan Tedder,20,,,,,,,
MadeinTYO,20,,,,,,,
Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,20,,,,,,,
KCamp Featuring 2 Chainz,20,,,,,,,
Trey Songz Featuring T.I.,20,,,,,,,
Calvin Harris Featuring Ne-Yo,20,,,,,,,
Rihanna Featuring Chris Brown,20,,,,,,,
Alexandra Stan,20,,,,,,,
Rick Ross Featuring Drake & Chrisette Michele,20,,,,,,,
Jesse McCartney Featuring Ludacris,20,,,,,,,
Fabolous Featuring Jermaine Dupri,20,,,,,,,
Jibbs,20,,,,,,,
Fat Joe Featuring Nelly,20,,,,,,,
Teena Marie Featuring Baby,20,,,,,,,
Ying Yang Twins Featuring Trick Daddy,20,,,,,,,
Jaheim Featuring Tha Rayne,20,,,,,,,
Fabolous Featuring Nate Dogg,20,,,,,,,
Jessica Andrews,20,,,,,,,
Yolanda Adams,20,,,,,,,
Da Brat Featuring Tyrese,20,,,,,,,
Westlife,20,,,,,,,
JT Money Featuring Sole,20,,,,,,,
Mo Thugs Family Featuring Bone Thugs-N-Harmony,20,,,,,,,
Mya & Sisqo,20,,,,,,,
Loreena McKennitt,20,,,,,,,
Magoo And Timbaland,20,,,,,,,
Mack 10 & Tha Dogg Pound,20,,,,,,,
Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels,20,,,,,
Adam Clayton & Larry Mullen,20,,,,,,,
Raphael Saadiq,20,,,,,,,
Ice Cube Featuring George Clinton,20,,,,,,,
Mad Lion,20,,,,,,,
Eternal,20,,,,,,,
Trey Lorenz,20,,,,,,,
Don Williams,20,,,,,,,
Ace,20,,,,,,,
Bobby Taylor & The Vancouvers,20,,,,,,,
The Music Machine,20,,,,,,,
SSgt Barry Sadler,20,,,,,,,
The Trashmen,20,,,,,,,
The Tommy Dorsey Orchestra,20,,,,,,,
Justin Bieber & benny blanco,20,,,,,,,
Cardi B & Bruno Mars,20,,,,,,,
Meek Mill Featuring Jeremih & PnB Rock,20,,,,,,,
Grace Featuring G-Eazy,20,,,,,,,
Young Money Featuring Gucci Mane,20,,,,,,,
Nelly Featuring Jeremih,20,,,,,,,
Kid Ink Featuring DeJ Loaf,20,,,,,,,
Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,20,,,,,,,
Ace Hood Featuring Future & Rick Ross,20,,,,,,,
Lupe Fiasco & Guy Sebastian,20,,,,,,,
Juicy J Featuring Lil Wayne & 2 Chainz,20,,,,,,,
Dev,20,,,,,,,
Jay Z Kanye West Featuring Otis Redding,20,,,,,,,
Kenny Chesney Featuring Grace Potter,20,,,,,,,
Eminem Featuring Lil Wayne,20,,,,,,,
Jaron And The Long Road To Love,20,,,,,,,
New Boyz,20,,,,,,,
M.I.A.,20,,,,,,,
Lil Scrappy Featuring Young Buck,20,,,,,,,
David Banner,20,,,,,,,
Tupac Featuring The Notorious B.I.G.,20,,,,,,,
Ginuwine Featuring Baby,20,,,,,,,
Dirty Vegas,20,,,,,,,
Truth Hurts Featuring Rakim,20,,,,,,,
Clay Davidson,20,,,,,,,
Kenny Rogers With Alison Krauss & Billy Dean,20,,,,,,,
EVE & Nokio,20,,,,,,,
Alabama Featuring 'N Sync,20,,,,,,,
Trick Daddy Featuring Trina,20,,,,,,,
The Lox [Featuring DMX & Lil' Kim],20,,,,,,,
4,20,,,,,,,
Whitney Houston & CeCe Winans,20,,,,,,,
Method Man Featuring Mary J. Blige,20,,,,,,,
IV Xample,20,,,,,,,
L.A. Style,20,,,,,,,
M.C. Breed & D.F.C.,20,,,,,,,
Marky Mark & The Funky Bunch Featuring Loleatta Holloway,20,,,,,,,
Roman Holliday,20,,,,,,,
Eddie Schwartz,20,,,,,,,
Dottie West with Kenny Rogers,20,,,,,,,
Merle Haggard,20,,,,,,,
The Majors,20,,,,,,,
Thomas Wayne With the Delons,20,,,,,,,
Chris Brown Featuring Gunna,20,,,,,,,
Young Thug, J. Cole & Travis Scott,20,,,,,,
Taylor Swift Featuring Brendon Urie,20,,,,,,,
The Chainsmokers Featuring Kelsea Ballerini,20,,,,,,,
Morgan Wallen Featuring Florida Georgia Line,20,,,,,,,
Lil Dicky Featuring Chris Brown,20,,,,,,,
Jay Rock, Kendrick Lamar, Future & James Blake,20,,,,,
YFN Lucci Featuring PnB Rock,20,,,,,,,
Rihanna & Kanye West & Paul McCartney,20,,,,,,,
Ne-Yo Featuring Juicy J,20,,,,,,,
Taylor Swift Featuring Ed Sheeran,20,,,,,,,
Lil Wayne Featuring Rick Ross,20,,,,,,,
O.T. Genasis Featuring Young Dolph,20,,,,,,,
ScHoolboy Q Featuring BJ The Chicago Kid,20,,,,,,,
Michael Franti & Spearhead Featuring Cherine Anderson,20,,,,,,,
"Mary Mary Featuring Kierra ""KiKi"" Sheard",20,,,,,,,
The Lonely Island Featuring T-Pain,20,,,,,,,
Three 6 Mafia Featuring Project Pat, Young D & Superpower,20,,,,,,
50 Cent Featuring Justin Timberlake & Timbaland,20,,,,,,,
Ciara Featuring Chamillionaire,20,,,,,,,
Kimberley Locke,20,,,,,,,
Ludacris Featuring Sleepy Brown,20,,,,,,,
"Missy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet",20,,,,,,,
Glenn Lewis,20,,,,,,,
Sunshine Anderson,20,,,,,,,
Sarina Paris,20,,,,,,,
Luke Featuring No Good But So Good,20,,,,,,,
Olive,20,,,,,,,
Imani Coppola,20,,,,,,,
Milestone,20,,,,,,,
Delinquent Habits,20,,,,,,,
MC Lyte Featuring Xscape,20,,,,,,,
The Outhere Brothers,20,,,,,,,
Ahmad,20,,,,,,,
Celine Dion And Clive Griffin,20,,,,,,,
II D Extreme,20,,,,,,,
David Crosby & Phil Collins,20,,,,,,,
Dwight Twilley,20,,,,,,,
DJ Khaled Featuring Lil Baby & Lil Durk,20,,,,,,,
StaySolidRocky,20,,,,,,,
Riley Green,20,,,,,,,
A Boogie Wit da Hoodie Featuring 6ix9ine,20,,,,,,,
Yella Beezy,20,,,,,,,
Chris Brown Featuring Usher & Gucci Mane,20,,,,,,,
Dierks Bentley Featuring Elle King,20,,,,,,,
Big Sean Featuring Lil Wayne & Jhene Aiko,20,,,,,,,
Matisyahu,20,,,,,,,
Rockell [Duet With Collage],20,,,,,,,
Young Money Featuring Drake,20,,,,,,,
T-Pain Featuring B.o.B,20,,,,,,,
LoveRance Featuring IamSu & Skipper or 50 Cent,20,,,,,,,
Chris Brown Featuring Kevin K-MAC McCall,20,,,,,,,
Wale Featuring Miguel,20,,,,,,,
T-Pain Featuring Wiz Khalifa & Lily Allen,20,,,,,,,
B.o.B Featuring Lil Wayne,20,,,,,,,
Big Sean Featuring Kanye West & Roscoe Dash,20,,,,,,,
David Guetta Featuring Flo Rida & Nicki Minaj,20,,,,,,,
Kenny Chesney With The Wailers,20,,,,,,,
Keyshia Cole Introducing Amina,20,,,,,,,
Rihanna & Sean Paul,20,,,,,,,
Chingy Featuring Tyrese,20,,,,,,,
Twista Featuring Trey Songz,20,,,,,,,
Nelly Featuring Jaheim,20,,,,,,,
Kanye West Featuring Syleena Johnson,20,,,,,,,
Kenny Chesney & Uncle Kracker,20,,,,,,,
Field Mob,20,,,,,,,
Alien Ant Farm,20,,,,,,,
Ja Rule Featuring Christina Milian,20,,,,,,,
Sisqo Featuring Make It Hot,20,,,,,,,
The Verve,20,,,,,,,
Big Punisher,20,,,,,,,
Bill Engvall With Special Guest Travis Tritt,20,,,,,,,
Robert Miles,20,,,,,,,
Jay-Z Featuring Foxxy Brown,20,,,,,,,
Gina Thompson,20,,,,,,,
Culture Beat,20,,,,,,,
Young Black Teenagers,20,,,,,,,
Danny Wilson,20,,,,,,,
Royal Philharmonic Orchestra,20,,,,,,,
Stanley Clarke/George Duke,20,,,,,,,
Les Paul And Mary Ford,20,,,,,,,
The Lemon Pipers,20,,,,,,,
The Human Beinz,20,,,,,,,
The Mojo Men,20,,,,,,,
Gunna Featuring Young Thug,20,,,,,,,
Pinkfong,20,,,,,,,
Cardi B Featuring 21 Savage,20,,,,,,,
Wisin Featuring Ozuna,20,,,,,,,
2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko,20,,,,,,
Usher Featuring Young Thug,20,,,,,,,
Rae Sremmurd Featuring Nicki Minaj & Young Thug,20,,,,,,,
J. Cole Featuring TLC,20,,,,,,,
Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj,20,,,
Imajin Featuring Keith Murray,20,,,,,,,
Alesso Featuring Tove Lo,20,,,,,,,
M83.,20,,,,,,,
Afrojack Featuring Eva Simons,20,,,,,,,
Sean Kingston Featuring Nicki Minaj,20,,,,,,,
David Guetta & Chris Willis Featuring Fergie & LMFAO,20,,,,,,,
Diddy - Dirty Money Featuring T.I.,20,,,,,,,
Ludacris Featuring Nicki Minaj,20,,,,,,,
Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne,20,,,,,
Duffy,20,,,,,,,
Kat DeLuna Featuring Elephant Man,20,,,,,,,
R. Kelly Duet With Usher,20,,,,,,,
Young Jeezy Featuring R. Kelly,20,,,,,,,
Ludacris Featuring Mary J. Blige,20,,,,,,,
112 Featuring Foxy Brown,20,,,,,,,
Marques Houston Featuring Joe Budden & Pied Piper,20,,,,,,,
Lumidee,20,,,,,,,
Counting Crows Featuring Vanessa Carlton,20,,,,,,,
Lil' Kim Featuring Mr. Cheeks,20,,,,,,,
Steve Azar,20,,,,,,,
Naughty By Nature Featuring 3LW,20,,,,,,,
Busta Rhymes Featuring P. Diddy & Pharrell,20,,,,,,,
QB Finest Featuring Nas & Bravehearts,20,,,,,,,
Dr. Dre Featuring Eminem,20,,,,,,,
Total Featuring Missy Elliott,20,,,,,,,
IMx,20,,,,,,,
Johnny Gill Featuring Roger Troutman,19,,,,,,,
Soho,19,,,,,,,
Roger Voudouris,19,,,,,,,
Faces,19,,,,,,,
Scott McKenzie,19,,,,,,,
The Mindbenders,19,,,,,,,
The Jelly Beans,19,,,,,,,
Ferlin Husky,19,,,,,,,
Miss Toni Fisher,19,,,,,,,
Chase Bryant,19,,,,,,,
V.I.C.,19,,,,,,,
Oran 'Juice' Jones,19,,,,,,,
Timex Social Club,19,,,,,,,
Boys Don't Cry,19,,,,,,,
The Style Council,19,,,,,,,
Stevie Nicks With Don Henley,19,,,,,,,
Kenny Rogers With Kim Carnes,19,,,,,,,
Stargard,19,,,,,,,
Billy Strange,19,,,,,,,
Daniel Caesar Featuring H.E.R.,19,,,,,,,
Luis Fonsi & Demi Lovato,19,,,,,,,
Mase Featuring Puff Daddy,19,,,,,,,
Shakira Featuring Rihanna,19,,,,,,,
Le Click Featuring Kayo,19,,,,,,,
Fat Boys & The Beach Boys,19,,,,,,,
Paul McCartney And Stevie Wonder,19,,,,,,,
Neil Sedaka & Dara Sedaka,19,,,,,,,
Keith Carradine,19,,,,,,,
Betty Harris,19,,,,,,,
Sandie Shaw,19,,,,,,,
Randy & The Rainbows,19,,,,,,,
Marcie Blane,19,,,,,,,
Luke Combs Featuring Eric Church,19,,,,,,,
YNW Melly & 9lokknine,19,,,,,,,
Devin Dawson,19,,,,,,,
Tay-K,19,,,,,,,
Marsha Ambrosius,19,,,,,,,
Lil Dicky Featuring Fetty Wap & Rich Homie Quan,19,,,,,,,
Yael Naim,19,,,,,,,
Cassidy,19,,,,,,,
Thalia Featuring Fat Joe,19,,,,,,,
Vivian Green,19,,,,,,,
Whitney Houston & Enrique Iglesias,19,,,,,,,
Andru Donalds,19,,,,,,,
Sunscreem,19,,,,,,,
Rebbie Jackson,19,,,,,,,
Kenny Rogers With Kim Carnes & James Ingram,19,,,,,,,
Dottie West,19,,,,,,,
Snoop Dogg Featuring The-Dream,19,,,,,,,
7 Mile,19,,,,,,,
Ultra Nate,19,,,,,,,
Billy Lawrence Featuring MC Lyte,19,,,,,,,
Shabba Ranks (Featuring Johnny Gill),19,,,,,,,
Keedy,19,,,,,,,
Ramones,19,,,,,,,
Cledus Maggard And The Citizen's Band,19,,,,,,,
Wayne Fontana & The Mindbenders,19,,,,,,,
Luke Bryan Featuring Karen Fairchild,19,,,,,,,
Mary J. Blige Featuring Drake,19,,,,,,,
Twista Featuring R. Kelly,19,,,,,,,
Modjo,19,,,,,,,
Lila McCann,19,,,,,,,
Faith Evans Featuring Puff Daddy,19,,,,,,,
The Brat Pack,19,,,,,,,
Ann Wilson & Robin Zander,19,,,,,,,
Buckner & Garcia,19,,,,,,,
Rocky Burnette,19,,,,,,,
Chris Thompson & Night,19,,,,,,,
Donna Summer With Brooklyn Dreams,19,,,,,,,
Wink Martindale,19,,,,,,,
Jewel Akens,19,,,,,,,
Rolf Harris,19,,,,,,,
Cody Johnson,19,,,,,,,
Lady Gaga Featuring R. Kelly,19,,,,,,,
Nate Dogg Featuring Snoop Doggy Dogg,19,,,,,,,
Clarence Clemons & Jackson Browne,19,,,,,,,
Frankie Smith,19,,,,,,,
"Bobby ""Blue"" Bland",19,,,,,,,
Chet Atkins,19,,,,,,,
Harold Dorman,19,,,,,,,
Jason Aldean Featuring Miranda Lambert,19,,,,,,,
Rich The Kid Featuring Kendrick Lamar,19,,,,,,,
Linkin Park Featuring Kiiara,19,,,,,,,
Link,19,,,,,,,
Kristen Bell & Idina Menzel,19,,,,,,,
Lucy Pearl,19,,,,,,,
Jars Of Clay,19,,,,,,,
Warren G Featuring Adina Howard,19,,,,,,,
Mad Cobra,19,,,,,,,
Jesse Johnson's Revue,19,,,,,,,
Santa Esmeralda Starring Leroy Gomez,19,,,,,,,
Van McCoy & The Soul City Symphony,19,,,,,,,
Dionne Warwicke & Spinners,19,,,,,,,
T-Pain Featuring Ludacris,19,,,,,,,
Purple Ribbon All-Stars,19,,,,,,,
